Item,Data do lançamento,Lançamentos de ENTRADA: quantidade,Lançamentos de ENTRADA: valor,Lançamentos de SAIDA: quantidade,Lançamentos de SAIDA: valor,Saldo Inicial em quantidade,Saldo Inicial em valor,Saldo Final em quantidade,Saldo Final em valor
10.01.206-6,2012-08-01,0.0,0.0,0.598,1.18,4336.7272,8238.98,3217.5448000000006,6032.910000000001
10.01.206-6,2012-08-02,0.0,0.0,10.8994,21.48,4336.7272,8238.98,2610.8182,4848.210000000001
10.01.206-6,2012-08-03,0.0,0.0,2.8975,5.72,4336.7272,8238.98,1822.0005999999998,3293.3300000000017
10.01.206-6,2012-08-06,0.0,0.0,3.9981,7.88,4336.7272,8238.98,1085.8486,1842.2800000000013
10.01.206-6,2012-08-07,0.0,0.0,363.7577,717.02,4336.7272,8238.98,5166.6344,9948.48
10.01.206-6,2012-08-08,0.0,0.0,4.4979,8.86,4336.7272,8238.98,4811.533199999999,9248.529999999999
10.01.206-6,2012-08-09,0.0,0.0,391.7213,772.14,4336.7272,8238.98,3404.6159999999986,6475.299999999998
10.01.206-6,2012-08-10,0.0,0.0,5.5985,11.03,4336.7272,8238.98,2049.0835999999986,3803.339999999998
10.01.206-6,2012-08-13,0.0,0.0,4.4979,8.86,4336.7272,8238.98,1874.7520999999986,3471.2099999999973
10.01.206-6,2012-08-14,0.0,0.0,114.3502,225.4,4336.7272,8238.98,8693.274199999996,17012.269999999993
10.01.206-6,2012-08-15,0.0,0.0,4.1974,8.27,4336.7272,8238.98,8689.076799999997,17003.999999999993
10.01.206-6,2012-08-16,0.0,0.0,199.2405,392.74,4336.7272,8238.98,7329.925799999997,14324.899999999992
10.01.206-6,2012-08-17,0.0,0.0,3.8999,7.69,4336.7272,8238.98,6053.7959999999985,11809.439999999993
10.01.206-6,2012-08-20,0.0,0.0,4.9976,9.85,4336.7272,8238.98,6111.410699999997,11940.069999999996
10.01.206-6,2012-08-21,0.0,0.0,6.7973,13.39,4336.7272,8238.98,4934.167499999996,9619.569999999998
10.01.206-6,2012-08-22,57.6749,113.69,0.0,0.0,4336.7272,8238.98,4992.332799999995,9751.389999999996
10.01.206-6,2012-08-23,0.0,0.0,5.1998,10.25,4336.7272,8238.98,3802.3958999999954,7405.839999999996
10.01.206-6,2012-08-24,0.0,0.0,5.9971,11.82,4336.7272,8238.98,2526.3652999999954,4890.599999999996
10.01.206-6,2012-08-27,0.0,0.0,4.1974,8.27,4336.7272,8238.98,1605.595399999995,3075.629999999996
10.01.206-6,2012-08-28,0.0,0.0,4.7983,9.46,4336.7272,8238.98,3052.2493999999956,5961.429999999998
10.01.206-6,2012-08-29,0.0,0.0,3.8999,7.69,4336.7272,8238.98,7084.9194999999945,13965.399999999998
10.01.206-6,2012-08-30,0.0,0.0,29.5802,58.31,4336.7272,8238.98,5999.116999999995,11825.119999999997
10.01.206-6,2012-08-31,0.0,0.0,41.0631,80.94,4336.7272,8238.98,4743.137899999993,9349.409999999996
10.01.206-6,2012-09-03,0.0,0.0,4.599,9.14,4336.7272,8238.98,3829.529399999994,7535.789999999997
10.01.206-6,2012-09-04,0.0,0.0,24.1619,48.0,4336.7272,8238.98,2668.477699999994,5229.089999999997
10.01.206-6,2012-09-05,0.0,0.0,6.1994,12.31,4336.7272,8238.98,13061.438799999994,25915.289999999994
10.01.206-6,2012-09-06,0.0,0.0,2.0973,4.17,4336.7272,8238.98,12557.701099999995,24916.469999999994
10.01.206-6,2012-09-10,0.0,0.0,64.3162,127.78,4336.7272,8238.98,12097.036799999994,24003.24999999999
10.01.206-6,2012-09-11,0.0,0.0,411.3073,817.15,4336.7272,8238.98,10905.965299999994,21636.919999999987
10.01.206-6,2012-09-12,0.0,0.0,7.1989,14.3,4336.7272,8238.98,10737.964799999994,21303.149999999987
10.01.206-6,2012-09-13,0.0,0.0,113.6662,225.83,4336.7272,8238.98,9516.205799999994,18875.82999999999
10.01.206-6,2012-09-14,0.0,0.0,6.6991,13.31,4336.7272,8238.98,8515.971699999991,16888.63999999999
10.01.206-6,2012-09-17,0.0,0.0,4.0992,8.15,4336.7272,8238.98,7301.6171999999915,14476.039999999986
10.01.206-6,2012-09-18,0.0,0.0,3.0997,6.16,4336.7272,8238.98,5866.186799999991,11624.229999999989
10.01.206-6,2012-09-19,0.0,0.0,2.8975,5.76,4336.7272,8238.98,4717.5623999999925,9342.219999999988
10.01.206-6,2012-09-20,0.0,0.0,6.3987,12.71,4336.7272,8238.98,4127.808399999993,8170.539999999988
10.01.206-6,2012-09-21,0.0,0.0,66.5883,132.29,4336.7272,8238.98,3160.128499999993,6248.019999999989
10.01.206-6,2012-09-24,0.0,0.0,5.5985,11.13,4336.7272,8238.98,10395.680699999992,20648.739999999987
10.01.206-6,2012-09-25,0.0,0.0,3.4983,6.95,4336.7272,8238.98,10168.532999999992,20200.48999999999
10.01.206-6,2012-09-26,0.0,0.0,2.7992,5.56,4336.7272,8238.98,10084.154099999992,20032.849999999988
10.01.206-6,2012-09-27,0.0,0.0,94.3242,187.4,4336.7272,8238.98,8622.996099999991,17129.899999999983
10.01.206-6,2012-09-28,0.0,0.0,4.2985,8.54,4336.7272,8238.98,7821.690799999994,15537.89999999998
10.01.206-6,2012-10-01,66.5883,132.27,0.0,0.0,4336.7272,8238.98,7624.716599999993,15157.759999999978
10.01.206-6,2012-10-02,0.0,0.0,81.8076,162.49,4336.7272,8238.98,6815.923499999993,13551.219999999981
10.01.206-6,2012-10-03,0.0,0.0,4.1974,8.34,4336.7272,8238.98,5541.607999999994,11020.01999999998
10.01.206-6,2012-10-04,0.0,0.0,3.8074,7.56,4336.7272,8238.98,4246.119899999994,8446.739999999982
10.01.206-6,2012-10-05,0.0,0.0,7.7998,15.5,4336.7272,8238.98,3066.310399999995,6103.2399999999825
10.01.206-6,2012-10-08,0.0,0.0,5.0987,10.13,4336.7272,8238.98,4568.583299999996,9121.009999999984
10.01.206-6,2012-10-10,0.0,0.0,25.3336,50.32,4336.7272,8238.98,14613.300199999994,28992.87999999999
10.01.206-6,2012-10-11,0.0,0.0,41.928,83.28,4336.7272,8238.98,15162.485899999994,30095.21999999999
10.01.206-6,2012-10-15,0.0,0.0,1.5975,3.17,4336.7272,8238.98,13883.414599999996,27554.549999999996
10.01.206-6,2012-10-16,0.0,0.0,4.0992,8.15,4336.7272,8238.98,12680.638699999994,25165.409999999993
10.01.206-6,2012-10-17,0.0,0.0,3.9981,7.95,4336.7272,8238.98,11515.347599999994,22850.749999999993
10.01.206-6,2012-10-18,0.0,0.0,4.9976,9.93,4336.7272,8238.98,10649.315499999992,21130.52999999998
10.01.206-6,2012-10-19,0.0,0.0,3.7988,7.54,4336.7272,8238.98,9719.626199999992,19283.869999999977
10.01.206-6,2012-10-22,0.0,0.0,3.7988,7.54,4336.7272,8238.98,8470.852999999992,16803.399999999972
10.01.206-6,2012-10-23,0.0,0.0,6.2976,12.5,4336.7272,8238.98,7422.190699999994,14720.379999999976
10.01.206-6,2012-10-24,0.0,0.0,3.299,6.55,4336.7272,8238.98,6346.909199999995,12584.519999999973
10.01.206-6,2012-10-25,0.0,0.0,1.7997,3.58,4336.7272,8238.98,5847.1664999999975,11603.289999999974
10.01.206-6,2012-10-26,0.0,0.0,6.4998,12.91,4336.7272,8238.98,4850.153199999998,9622.889999999972
10.01.206-6,2012-10-29,0.0,0.0,7.0978,14.1,4336.7272,8238.98,3788.462799999998,7514.01999999997
10.01.206-6,2012-10-30,0.0,0.0,3.6977,7.35,4336.7272,8238.98,9177.353299999995,18227.55999999997
10.01.206-6,2012-10-31,0.0,0.0,7.0978,14.1,4336.7272,8238.98,8037.049899999995,15962.539999999968
10.01.206-6,2012-11-01,0.0,0.0,2.0973,4.21,4336.7272,8238.98,7286.903699999996,14458.119999999968
10.01.206-6,2012-11-05,0.0,0.0,1033.8487,2073.36,4336.7272,8238.98,6696.325099999996,13282.799999999967
10.01.206-6,2012-11-06,0.0,0.0,5.7978,11.62,4336.7272,8238.98,6022.526299999996,11931.509999999966
10.01.206-6,2012-11-07,0.0,0.0,3.1979,6.42,4336.7272,8238.98,6014.752299999996,11915.919999999966
10.01.206-6,2012-11-08,0.0,0.0,8.4988,17.04,4336.7272,8238.98,7319.837499999995,14564.879999999968
10.01.206-6,2012-11-09,0.0,0.0,54.0783,108.45,4336.7272,8238.98,8838.885399999996,17645.049999999967
10.01.206-6,2012-11-12,0.0,0.0,5.2981,10.63,4336.7272,8238.98,7860.756999999995,15683.419999999967
10.01.206-6,2012-11-13,0.0,0.0,170.8182,342.57,4336.7272,8238.98,7682.491799999996,15332.059999999967
10.01.206-6,2012-11-14,0.0,0.0,4.7983,9.62,4336.7272,8238.98,7675.907799999995,15318.859999999966
10.01.206-6,2012-11-19,0.0,0.0,103.3035,207.17,4336.7272,8238.98,6637.743999999995,13236.839999999966
10.01.206-6,2012-11-20,0.0,0.0,5.0987,10.22,4336.7272,8238.98,5921.629699999997,11800.689999999964
10.01.206-6,2012-11-21,0.0,0.0,13.348,26.77,4336.7272,8238.98,4757.053199999997,9465.139999999965
10.01.206-6,2012-11-22,0.0,0.0,7.7998,15.64,4336.7272,8238.98,4137.702599999996,8223.029999999962
10.01.206-6,2012-11-23,0.0,0.0,8.0973,16.24,4336.7272,8238.98,5674.588399999997,11330.029999999962
10.01.206-6,2012-11-27,0.0,0.0,44.1986,88.64,4336.7272,8238.98,5328.865399999997,10634.829999999964
10.01.206-6,2012-11-28,0.0,0.0,6.6991,13.43,4336.7272,8238.98,6831.048099999996,13635.599999999966
10.01.206-6,2012-11-29,0.0,0.0,6.9996,14.03,4336.7272,8238.98,7012.042999999997,14059.159999999965
10.01.206-6,2012-11-30,0.0,0.0,10.976,22.01,4336.7272,8238.98,6293.417499999998,12617.949999999964
10.01.206-6,2012-12-03,0.0,0.0,7.3982,15.26,4336.7272,8238.98,5237.0324999999975,10439.529999999962
10.01.206-6,2012-12-04,0.0,0.0,6.6991,13.82,4336.7272,8238.98,5886.930899999998,11800.999999999964
10.01.206-6,2012-12-07,0.0,0.0,284.2994,586.27,4336.7272,8238.98,5530.295899999998,11065.569999999963
10.01.206-6,2012-12-10,0.0,0.0,2.0973,4.32,4336.7272,8238.98,4579.230099999999,9104.299999999965
10.01.206-6,2012-12-11,0.0,0.0,4.2985,8.87,4336.7272,8238.98,4475.418199999999,8890.229999999965
10.01.206-6,2012-12-12,0.0,0.0,3.0667,6.32,4336.7272,8238.98,5801.070199999999,11667.039999999964
10.01.206-6,2012-12-13,0.0,0.0,0.6133,1.26,4336.7272,8238.98,5800.456899999999,11665.779999999964
10.01.206-6,2012-12-14,0.0,0.0,70.1632,144.68,4336.7272,8238.98,4879.015600000001,9765.619999999963
10.01.206-6,2012-12-17,0.0,0.0,67.439,139.07,4336.7272,8238.98,3653.5561,7238.529999999962
10.01.206-6,2012-12-18,0.0,0.0,6.7973,14.02,4336.7272,8238.98,3305.9612999999995,6521.729999999961
10.01.206-6,2012-12-19,0.0,0.0,3.0997,6.39,4336.7272,8238.98,12149.075299999999,25044.53999999996
10.01.206-6,2012-12-20,0.0,0.0,14.9986,30.93,4336.7272,8238.98,12134.076699999998,25013.60999999996
10.01.206-6,2012-12-23,0.0,0.0,2855.6822,5888.87,4336.7272,8238.98,9278.394499999999,19124.73999999996
10.01.206-6,2013-01-07,0.0,0.0,39.6782,80.63,4336.7272,8238.98,9168.5812,18891.56999999996
10.01.206-6,2013-01-08,0.0,0.0,526.994,1070.8,4336.7272,8238.98,8274.772,17075.40999999996
10.01.206-6,2013-01-09,0.0,0.0,44.1986,89.81,4336.7272,8238.98,9335.642000000002,19202.48999999996
10.01.206-6,2013-01-10,0.0,0.0,235.9427,479.42,4336.7272,8238.98,8325.921000000002,17150.82999999997
10.01.206-6,2013-01-11,0.0,0.0,45.6936,92.85,4336.7272,8238.98,7540.242000000003,15554.389999999967
10.01.206-6,2013-01-14,0.0,0.0,182.4442,370.71,4336.7272,8238.98,6338.281600000002,13112.089999999967
10.01.206-6,2013-01-15,0.0,0.0,47.1885,95.88,4336.7272,8238.98,5240.866300000002,10882.209999999968
10.01.206-6,2013-01-16,0.0,0.0,7.4254,15.09,4336.7272,8238.98,4071.7012000000013,8506.559999999967
10.01.206-6,2013-01-17,23.5553,47.86,0.0,0.0,4336.7272,8238.98,2530.9663000000023,5375.909999999967
10.01.206-6,2013-01-18,0.0,0.0,954.864,1940.21,4336.7272,8238.98,11656.216500000004,23748.389999999967
10.01.206-6,2013-01-21,0.0,0.0,113.893,231.42,4336.7272,8238.98,10436.404600000003,21269.839999999964
10.01.206-6,2013-01-22,0.0,0.0,274.5516,557.86,4336.7272,8238.98,9406.614400000002,19177.389999999963
10.01.206-6,2013-01-23,0.0,0.0,5.5985,11.38,4336.7272,8238.98,8398.871000000001,17129.71999999996
10.01.206-6,2013-01-24,0.0,0.0,786.4758,1598.06,4336.7272,8238.98,8682.740099999999,17683.92999999996
10.01.206-6,2013-01-25,0.0,0.0,14.8585,30.19,4336.7272,8238.98,7488.2952,15256.899999999961
10.01.206-6,2013-01-26,0.0,0.0,3.7988,7.72,4336.7272,8238.98,6343.910400000001,12931.609999999962
10.01.206-6,2013-01-28,0.0,0.0,4.4979,9.14,4336.7272,8238.98,6573.7765,13388.559999999963
10.01.206-6,2013-01-29,0.0,0.0,2.7992,5.69,4336.7272,8238.98,7838.564399999998,15921.319999999963
10.01.206-6,2013-01-30,0.0,0.0,581.6081,1181.78,4336.7272,8238.98,6577.285799999998,13358.509999999962
10.01.206-6,2013-01-31,0.0,0.0,10.0992,20.52,4336.7272,8238.98,5568.371299999997,11308.46999999996
10.01.206-6,2013-02-01,0.0,0.0,3.299,6.62,4336.7272,8238.98,5537.478099999997,11255.079999999956
10.01.206-6,2013-02-02,0.0,0.0,7.7998,15.65,4336.7272,8238.98,4471.366399999996,9115.939999999955
10.01.206-6,2013-02-04,0.0,0.0,6.3987,12.84,4336.7272,8238.98,2856.9823999999967,5876.699999999956
10.01.206-6,2013-02-05,0.0,0.0,6.598,13.24,4336.7272,8238.98,2601.018599999997,5367.379999999956
10.01.206-6,2013-02-06,0.0,0.0,7.7998,15.65,4336.7272,8238.98,2752.2877999999973,5672.469999999957
10.01.206-6,2013-02-07,0.0,0.0,199.2405,399.78,4336.7272,8238.98,2230.845899999997,4631.639999999958
10.01.206-6,2013-02-08,0.0,0.0,6.9996,14.04,4336.7272,8238.98,6688.405899999997,13430.199999999959
10.01.206-6,2013-02-13,0.0,0.0,572.0,1147.71,4336.7272,8238.98,5544.785799999998,11135.53999999996
10.01.206-6,2013-02-14,0.0,0.0,8.3977,16.85,4336.7272,8238.98,6161.826399999997,12392.029999999962
10.01.206-6,2013-02-15,0.0,0.0,2.5999,5.22,4336.7272,8238.98,5122.527899999995,10306.679999999964
10.01.206-6,2013-02-18,0.0,0.0,474.0218,951.12,4336.7272,8238.98,3719.7772999999947,7492.089999999961
10.01.206-6,2013-02-19,0.0,0.0,64.3396,129.09,4336.7272,8238.98,3490.3416999999945,7031.739999999961
10.01.206-6,2013-02-20,0.0,0.0,73.3669,147.21,4336.7272,8238.98,4036.9249999999947,8131.78999999996
10.01.206-6,2013-02-21,0.0,0.0,76.2643,153.03,4336.7272,8238.98,2960.022399999995,5970.9799999999605
10.01.206-6,2013-02-22,0.0,0.0,6.1994,12.44,4336.7272,8238.98,1917.895199999995,3879.969999999959
10.01.206-6,2013-02-23,0.0,0.0,5.5985,11.23,4336.7272,8238.98,1911.037199999995,3866.2099999999587
10.01.206-6,2013-02-25,0.0,0.0,0.3149,0.63,4336.7272,8238.98,1910.722299999995,3865.5799999999585
10.01.206-6,2013-02-26,0.0,0.0,1223.1037,2418.8,4336.7272,8238.98,3133.8259999999946,6284.37999999996
10.01.206-6,2013-02-27,0.0,0.0,346.0493,694.34,4336.7272,8238.98,1985.2102999999947,3979.6899999999596
10.01.206-6,2013-02-28,0.0,0.0,4.0992,8.23,4336.7272,8238.98,710.7106999999946,1422.4399999999596
10.01.206-6,2013-03-01,0.0,0.0,1.8979,3.92,4336.7272,8238.98,3715.3869999999947,7944.60999999996
10.01.206-6,2013-03-04,0.0,0.0,424.8061,878.06,4336.7272,8238.98,2543.640899999995,5522.64999999996
10.01.206-6,2013-03-05,0.0,0.0,4.9976,10.33,4336.7272,8238.98,1568.6790999999946,3507.429999999961
10.01.206-6,2013-03-06,0.0,0.0,4.8994,10.13,4336.7272,8238.98,776.9103999999945,1870.8699999999615
10.01.206-6,2013-03-07,0.0,0.0,2.9986,6.2,4336.7272,8238.98,5403.819599999994,10993.42999999996
10.01.206-6,2013-03-08,0.0,0.0,3.3912,7.01,4336.7272,8238.98,4305.7346999999945,8723.719999999958
10.01.206-6,2013-03-09,0.0,0.0,5.6996,11.79,4336.7272,8238.98,5291.690099999994,10580.179999999955
10.01.206-6,2013-03-11,0.0,0.0,60.7064,125.48,4336.7272,8238.98,4417.408299999995,8773.079999999954
10.01.206-6,2013-03-12,0.0,0.0,3.6977,7.64,4336.7272,8238.98,3264.8765999999937,6390.819999999954
10.01.206-6,2013-03-13,0.0,0.0,5.6996,11.79,4336.7272,8238.98,3036.923999999994,6299.989999999955
10.01.206-6,2013-03-14,0.0,0.0,328.2139,678.4,4336.7272,8238.98,1925.1375999999934,4001.9699999999552
10.01.206-6,2013-03-15,0.0,0.0,4.7983,9.92,4336.7272,8238.98,1053.9753999999934,2201.289999999955
10.01.206-6,2013-03-18,0.0,0.0,2.8975,5.99,4336.7272,8238.98,5757.631899999994,11483.649999999956
10.01.206-6,2013-03-19,0.0,0.0,3.9981,8.26,4336.7272,8238.98,4455.136399999994,8791.439999999953
10.01.206-6,2013-03-20,0.0,0.0,3.0997,6.4,4336.7272,8238.98,5919.209599999995,11737.569999999954
10.01.206-6,2013-03-21,0.0,0.0,4.9976,10.33,4336.7272,8238.98,4791.618999999996,9406.869999999954
10.01.206-6,2013-03-22,0.0,0.0,5.8989,12.19,4336.7272,8238.98,3601.5560999999966,6947.029999999954
10.01.206-6,2013-03-23,0.0,0.0,3.9981,8.26,4336.7272,8238.98,2477.2893999999974,4623.209999999954
10.01.206-6,2013-03-25,0.0,0.0,7.3,15.09,4336.7272,8238.98,1467.7125999999978,2536.4399999999537
10.01.206-6,2013-03-26,0.0,0.0,4.3996,9.09,4336.7272,8238.98,2603.580299999998,4909.299999999954
10.01.206-6,2013-03-27,0.0,0.0,14.0725,29.09,4336.7272,8238.98,4112.661299999998,8491.369999999954
10.01.206-6,2013-03-28,0.0,0.0,1.999,4.13,4336.7272,8238.98,3059.8383999999987,6315.229999999953
10.01.206-6,2013-04-01,0.0,0.0,2.7992,5.67,4336.7272,8238.98,2472.9943999999987,5126.529999999954
10.01.206-6,2013-04-02,3237.2215,6523.99,0.0,0.0,4336.7272,8238.98,5710.215899999999,11650.519999999953
10.01.206-6,2013-04-03,0.0,0.0,2.8975,5.87,4336.7272,8238.98,4618.839099999999,9439.849999999951
10.01.206-6,2013-04-08,0.0,0.0,2.9986,6.08,4336.7272,8238.98,3597.1151,7370.219999999948
10.01.206-6,2013-04-09,0.0,0.0,2.3977,4.86,4336.7272,8238.98,2542.8278999999998,5234.679999999948
10.01.206-6,2013-04-10,0.0,0.0,5.1998,10.53,4336.7272,8238.98,1390.3987999999995,2900.3099999999476
10.01.206-6,2013-04-11,0.0,0.0,6.2976,12.76,4336.7272,8238.98,691.2768999999995,1478.1399999999473
10.01.206-6,2013-04-12,0.0,0.0,3.9981,8.1,4336.7272,8238.98,6023.0399,12240.739999999945
10.01.206-6,2013-04-15,0.0,0.0,61.2593,124.09,4336.7272,8238.98,4838.9873,9842.319999999947
10.01.206-6,2013-04-16,0.0,0.0,5.2981,10.73,4336.7272,8238.98,3794.3199,7726.249999999948
10.01.206-6,2013-04-17,0.0,0.0,4.6972,9.51,4336.7272,8238.98,2613.524699999999,5334.479999999948
10.01.206-6,2013-04-18,0.0,0.0,3.8999,7.9,4336.7272,8238.98,4695.019799999998,9542.999999999947
10.01.206-6,2013-04-19,0.0,0.0,81.8108,165.71,4336.7272,8238.98,4026.364999999999,8188.609999999945
10.01.206-6,2013-04-22,0.0,0.0,4.9976,10.13,4336.7272,8238.98,3746.4562999999985,7613.039999999945
10.01.206-6,2013-04-23,0.0,0.0,4.9341,9.99,4336.7272,8238.98,2249.298199999998,4580.439999999946
10.01.206-6,2013-04-24,0.0,0.0,2.4988,5.06,4336.7272,8238.98,1614.2411999999977,3294.0799999999467
10.01.206-6,2013-04-25,0.0,0.0,10.7962,21.86,4336.7272,8238.98,5066.5378999999975,10257.329999999947
10.01.206-6,2013-04-26,0.0,0.0,5.6996,11.55,4336.7272,8238.98,4011.729699999998,8120.719999999949
10.01.206-6,2013-04-29,0.0,0.0,22.0473,44.65,4336.7272,8238.98,2960.450599999998,5991.27999999995
10.01.206-6,2013-04-30,0.0,0.0,311.3205,630.6,4336.7272,8238.98,1815.8260999999986,3672.7399999999493
10.01.206-6,2013-05-02,0.0,0.0,157.6678,333.47,4336.7272,8238.98,1658.1582999999987,3339.2699999999495
10.01.206-6,2013-05-03,675.8402,1450.33,0.0,0.0,4336.7272,8238.98,2333.998499999999,4789.599999999949
10.01.206-6,2013-05-06,19.2732,40.77,0.0,0.0,4336.7272,8238.98,1270.9503999999988,2541.229999999948
10.01.206-6,2013-05-07,0.0,0.0,4.7983,10.14,4336.7272,8238.98,735.9260999999988,1409.6499999999478
10.01.206-6,2013-05-08,0.0,0.0,734.0441,1552.52,4336.7272,8238.98,8712.278999999997,18107.519999999946
10.01.206-6,2013-05-09,0.0,0.0,280.3754,593.0,4336.7272,8238.98,7650.686799999998,15862.21999999995
10.01.206-6,2013-05-10,44.9266,95.02,0.0,0.0,4336.7272,8238.98,8578.0739,17938.079999999954
10.01.206-6,2013-05-13,0.0,0.0,3.299,6.98,4336.7272,8238.98,7128.245799999999,14871.659999999954
10.01.206-6,2013-05-14,0.0,0.0,5.2981,11.21,4336.7272,8238.98,6181.837699999998,12869.989999999958
10.01.206-6,2013-05-15,0.0,0.0,37.2632,78.81,4336.7272,8238.98,4845.746699999998,10044.14999999996
10.01.206-6,2013-05-16,0.0,0.0,3.5012,7.4,4336.7272,8238.98,4842.245499999998,10036.74999999996
10.01.206-6,2013-05-17,0.0,0.0,3.3972,7.18,4336.7272,8238.98,3519.5264999999977,7239.17999999996
10.01.206-6,2013-05-20,0.0,0.0,11.9475,25.27,4336.7272,8238.98,2205.296599999997,4459.5599999999595
10.01.206-6,2013-05-21,0.0,0.0,9.7096,20.54,4336.7272,8238.98,7692.682399999997,16191.71999999996
10.01.206-6,2013-05-22,0.0,0.0,615.2451,1301.25,4336.7272,8238.98,6463.6524999999965,13592.30999999996
10.01.206-6,2013-05-23,0.0,0.0,9.674,20.46,4336.7272,8238.98,5548.208499999998,11656.139999999963
10.01.206-6,2013-05-24,0.0,0.0,6.9996,14.81,4336.7272,8238.98,4567.707499999997,9582.349999999964
10.01.206-6,2013-05-27,0.0,0.0,105.5689,223.28,4336.7272,8238.98,8486.220199999996,17941.339999999964
10.01.206-6,2013-05-28,0.0,0.0,630.8922,1334.34,4336.7272,8238.98,7530.844999999997,15913.849999999962
10.01.206-6,2013-05-29,0.0,0.0,4.0992,8.67,4336.7272,8238.98,7526.745799999997,15905.179999999962
10.01.206-6,2013-06-03,0.0,0.0,3.4983,7.64,4336.7272,8238.98,8376.350199999997,17850.729999999963
10.01.206-6,2013-06-04,0.0,0.0,363.1438,793.72,4336.7272,8238.98,8013.206399999997,17057.009999999962
10.01.206-6,2013-06-05,0.0,0.0,162.5643,355.31,4336.7272,8238.98,6777.807999999997,14356.819999999962
10.01.206-6,2013-06-06,0.0,0.0,5.7978,12.67,4336.7272,8238.98,5656.878299999997,11906.809999999963
10.01.206-6,2013-06-07,0.0,0.0,167.7815,366.72,4336.7272,8238.98,4268.702699999998,8872.699999999964
10.01.206-6,2013-06-10,0.0,0.0,4.2985,9.39,4336.7272,8238.98,2457.895399999999,4914.8799999999665
10.01.206-6,2013-06-11,0.0,0.0,6.1994,13.55,4336.7272,8238.98,1011.2112999999993,1752.869999999967
10.01.206-6,2013-06-12,0.0,0.0,4.0992,8.96,4336.7272,8238.98,6289.932200000001,13333.359999999966
10.01.206-6,2013-06-13,0.0,0.0,3.3972,7.43,4336.7272,8238.98,5726.876900000001,12102.709999999966
10.01.206-6,2013-06-14,0.0,0.0,6.1994,13.55,4336.7272,8238.98,4344.303000000001,9101.97999999997
10.01.206-6,2013-06-17,0.0,0.0,3.299,7.21,4336.7272,8238.98,2508.0922000000014,5088.609999999971
10.01.206-6,2013-06-18,0.0,0.0,5.3992,11.8,4336.7272,8238.98,3266.343400000001,6732.99999999997
10.01.206-6,2013-06-19,709.278,2032.75,0.0,0.0,4336.7272,8238.98,3975.621400000001,8765.74999999997
10.01.206-6,2013-06-20,0.0,0.0,30.3255,66.28,4336.7272,8238.98,3945.295900000001,8699.46999999997
10.01.206-6,2013-06-21,0.0,0.0,5.4974,12.02,4336.7272,8238.98,9679.0523,21080.269999999968
10.01.206-6,2013-06-24,0.0,0.0,10.9977,24.04,4336.7272,8238.98,10688.487,23378.499999999967
10.01.206-6,2013-06-25,0.0,0.0,7.7998,17.05,4336.7272,8238.98,10056.370899999998,21996.879999999965
10.01.206-6,2013-06-26,0.0,0.0,138.0615,301.76,4336.7272,8238.98,8824.611999999997,19304.659999999967
10.01.206-6,2013-06-27,0.0,0.0,5.9971,13.11,4336.7272,8238.98,7554.3291,16528.219999999958
10.01.206-6,2013-06-28,0.0,0.0,31.459,68.76,4336.7272,8238.98,7767.3436,16955.739999999954
10.01.206-6,2013-07-01,0.0,0.0,5.7978,13.22,4336.7272,8238.98,6598.5054,14291.419999999955
10.01.206-6,2013-07-02,0.0,0.0,4.1974,9.57,4336.7272,8238.98,5321.618600000001,11380.799999999957
10.01.206-6,2013-07-03,0.0,0.0,5.4974,12.53,4336.7272,8238.98,3952.1228000000006,8259.08999999996
10.01.206-6,2013-07-04,0.0,0.0,2.2995,5.24,4336.7272,8238.98,2906.3994,5875.3999999999605
10.01.206-6,2013-07-05,0.0,0.0,129.372,294.89,4336.7272,8238.98,1793.9034000000001,3339.50999999996
10.01.206-6,2013-07-06,0.0,0.0,752.922,0.14,4336.7272,8238.98,1040.9814000000001,3339.3699999999603
10.01.206-6,2013-07-10,0.0,0.0,26.4458,60.28,4336.7272,8238.98,3002.147300000001,7555.709999999962
10.01.206-6,2013-07-11,0.0,0.0,10.2986,23.47,4336.7272,8238.98,2694.3137000000015,6933.539999999961
10.01.206-6,2013-07-12,0.0,0.0,35.4872,80.89,4336.7272,8238.98,2658.8265000000015,6852.6499999999605
10.01.206-6,2013-07-15,0.0,0.0,89.9411,205.02,4336.7272,8238.98,1611.4661000000024,4465.22999999996
10.01.206-6,2013-07-16,0.0,0.0,86.5097,197.2,4336.7272,8238.98,709.0113000000026,2408.1199999999594
10.01.206-6,2013-07-17,0.0,0.0,13.6236,31.06,4336.7272,8238.98,5710.683000000004,13231.41999999996
10.01.206-6,2013-07-18,0.0,0.0,71.813,163.7,4336.7272,8238.98,5638.8700000000035,13067.71999999996
10.01.206-6,2013-07-19,0.0,0.0,53.7088,122.43,4336.7272,8238.98,5585.161200000003,12945.289999999959
10.01.206-6,2013-07-22,0.0,0.0,100.3962,228.85,4336.7272,8238.98,4422.124600000003,10294.20999999996
10.01.206-6,2013-07-23,0.0,0.0,5.0987,11.62,4336.7272,8238.98,3598.2019000000023,8416.10999999996
10.01.206-6,2013-07-24,0.0,0.0,358.997,818.32,4336.7272,8238.98,2819.791300000002,6641.74999999996
10.01.206-6,2013-07-25,0.0,0.0,6.0983,13.9,4336.7272,8238.98,1851.7510000000023,4435.14999999996
