Item,Data do lançamento,Lançamentos de ENTRADA: quantidade,Lançamentos de ENTRADA: valor,Lançamentos de SAIDA: quantidade,Lançamentos de SAIDA: valor,Saldo Inicial em quantidade,Saldo Inicial em valor,Saldo Final em quantidade,Saldo Final em valor
47.05.018-9,2012-11-27,0.0,0.0,1.0,13.58,12.0,160.5,11922.61069999999,51731.129999999925
47.05.018-9,2012-11-28,0.0,0.0,15.0,203.79,12.0,160.5,12240.61069999999,56048.85999999993
47.05.018-9,2012-11-29,13.0,176.63,0.0,0.0,12.0,160.5,12549.61069999999,60244.17999999993
47.05.018-9,2012-11-30,0.0,0.0,42.0,570.63,12.0,160.5,12700.61069999999,62293.279999999926
47.05.018-9,2012-12-03,0.0,0.0,1.0,14.49,12.0,160.5,12614.61069999999,61275.71999999992
47.05.018-9,2012-12-04,0.0,0.0,28.0,405.52,12.0,160.5,12291.61069999999,56597.71999999993
47.05.018-9,2012-12-05,0.0,0.0,2.0,28.97,12.0,160.5,12102.61069999999,53860.43999999993
47.05.018-9,2012-12-06,0.0,0.0,3.0,43.45,12.0,160.5,11990.61069999999,52341.35999999993
47.05.018-9,2012-12-07,0.0,0.0,134.0,1940.72,12.0,160.5,11739.61069999999,48706.12999999993
47.05.018-9,2012-12-10,0.0,0.0,18.0,260.7,12.0,160.5,11825.61069999999,50089.00999999994
47.05.018-9,2012-12-11,0.0,0.0,47.0,680.7,12.0,160.5,12068.61069999999,53883.05999999994
47.05.018-9,2012-12-12,0.0,0.0,18.0,260.7,12.0,160.5,11832.61069999999,50465.06999999994
47.05.018-9,2012-12-13,0.0,0.0,110.0,1593.13,12.0,160.5,11695.61069999999,48583.89999999994
47.05.018-9,2012-12-14,0.0,0.0,6.0,86.9,12.0,160.5,11730.61069999999,49193.799999999945
47.05.018-9,2012-12-17,0.0,0.0,22.0,318.63,12.0,160.5,12507.61069999999,61023.88999999995
47.05.018-9,2012-12-18,0.0,0.0,109.0,1578.64,12.0,160.5,13090.61069999999,70007.88999999994
47.05.018-9,2012-12-19,0.0,0.0,41.0,593.8,12.0,160.5,12853.61069999999,66575.43999999993
47.05.018-9,2012-12-20,0.0,0.0,34.0,492.43,12.0,160.5,12735.61069999999,64866.429999999935
47.05.018-9,2012-12-23,7.0,101.38,0.0,0.0,12.0,160.5,12742.61069999999,64967.80999999993
47.05.018-9,2013-01-07,0.0,0.0,3.0,44.01,12.0,160.5,12631.61069999999,63339.36999999993
47.05.018-9,2013-01-08,0.0,0.0,98.0,1437.73,12.0,160.5,12354.61069999999,59275.92999999993
47.05.018-9,2013-01-09,0.0,0.0,183.0,2684.74,12.0,160.5,12063.61069999999,55006.74999999993
47.05.018-9,2013-01-10,0.0,0.0,144.0,2112.58,12.0,160.5,11664.61069999999,49153.14999999993
47.05.018-9,2013-01-11,0.0,0.0,2.0,29.34,12.0,160.5,11496.61069999999,46688.469999999936
47.05.018-9,2013-01-14,0.0,0.0,6.0,88.02,12.0,160.5,11490.61069999999,46600.44999999994
47.05.018-9,2013-01-15,0.0,0.0,7.0,102.69,12.0,160.5,11476.61069999999,46395.069999999934
47.05.018-9,2013-01-16,0.0,0.0,1.0,14.67,12.0,160.5,11474.61069999999,46365.72999999994
47.05.018-9,2013-01-18,17.0,249.4,0.0,0.0,12.0,160.5,11353.61069999999,44591.22999999993
47.05.018-9,2013-01-21,0.0,0.0,5.0,73.35,12.0,160.5,11144.61069999999,41525.04999999994
47.05.018-9,2013-01-22,0.0,0.0,196.0,2875.46,12.0,160.5,11070.61069999999,40479.38999999994
47.05.018-9,2013-01-23,0.0,0.0,19.0,278.74,12.0,160.5,11128.61069999999,41380.119999999944
47.05.018-9,2013-01-24,0.0,0.0,185.0,2714.08,12.0,160.5,10992.61069999999,39424.51999999995
47.05.018-9,2013-01-25,0.0,0.0,146.0,2141.92,12.0,160.5,10965.61069999999,39068.069999999956
47.05.018-9,2013-01-26,0.0,0.0,62.0,909.59,12.0,160.5,11253.61069999999,43408.24999999996
47.05.018-9,2013-01-28,0.0,0.0,147.0,2156.59,12.0,160.5,11346.61069999999,44866.04999999996
47.05.018-9,2013-01-29,0.0,0.0,102.0,1496.42,12.0,160.5,11084.61069999999,41022.329999999965
47.05.018-9,2013-01-30,0.0,0.0,42.0,616.17,12.0,160.5,11230.61069999999,43226.19999999997
47.05.018-9,2013-01-31,0.0,0.0,66.0,968.27,12.0,160.5,11162.61069999999,42228.91999999998
47.05.018-9,2013-02-01,0.0,0.0,126.0,1826.03,12.0,160.5,11349.61069999999,44918.12999999999
47.05.018-9,2013-02-02,0.0,0.0,88.0,1275.32,12.0,160.5,11469.61069999999,46632.69
47.05.018-9,2013-02-04,0.0,0.0,57.0,826.06,12.0,160.5,11458.61069999999,46456.020000000004
47.05.018-9,2013-02-05,0.0,0.0,122.0,1768.06,12.0,160.5,11159.61069999999,42122.82000000001
47.05.018-9,2013-02-06,0.0,0.0,15.0,217.38,12.0,160.5,11074.61069999999,40890.98000000001
47.05.018-9,2013-02-07,57.0,826.06,0.0,0.0,12.0,160.5,10877.61069999999,38032.970000000016
47.05.018-9,2013-02-08,0.0,0.0,12.0,173.91,12.0,160.5,11182.61069999999,42435.85000000001
47.05.018-9,2013-02-13,0.0,0.0,175.0,2536.15,12.0,160.5,11287.61069999999,43939.890000000014
47.05.018-9,2013-02-14,0.0,0.0,5.0,72.46,12.0,160.5,11124.61069999999,41577.650000000016
47.05.018-9,2013-02-15,0.0,0.0,159.0,2304.27,12.0,160.5,10759.61069999999,36282.96000000002
47.05.018-9,2013-02-18,0.0,0.0,93.0,1347.78,12.0,160.5,10571.61069999999,33558.42000000002
47.05.018-9,2013-02-19,0.0,0.0,1.0,14.49,12.0,160.5,10570.61069999999,33543.93000000002
47.05.018-9,2013-02-21,0.0,0.0,1.0,14.49,12.0,160.5,10696.61069999999,35362.94000000003
47.05.018-9,2013-02-22,0.0,0.0,2.0,28.99,12.0,160.5,10692.61069999999,35304.960000000036
47.05.018-9,2013-02-23,0.0,0.0,119.0,1724.58,12.0,160.5,10874.61069999999,37926.34000000003
47.05.018-9,2013-02-26,0.0,0.0,1.0,14.49,12.0,160.5,10873.61069999999,37911.850000000035
47.05.018-9,2013-02-27,0.0,0.0,17.0,246.37,12.0,160.5,11006.61069999999,39831.23000000003
47.05.018-9,2013-02-28,0.0,0.0,60.0,869.54,12.0,160.5,10879.61069999999,37990.71000000003
47.05.018-9,2013-03-01,0.0,0.0,2.0,29.73,12.0,160.5,10877.61069999999,37960.980000000025
47.05.018-9,2013-03-04,0.0,0.0,2.0,29.73,12.0,160.5,10875.61069999999,37931.330000000016
47.05.018-9,2013-03-07,0.0,0.0,68.0,1010.94,12.0,160.5,10807.61069999999,36920.390000000014
47.05.018-9,2013-03-08,0.0,0.0,124.0,1843.47,12.0,160.5,10797.61069999999,36781.37000000001
47.05.018-9,2013-03-09,0.0,0.0,63.0,936.6,12.0,160.5,10734.61069999999,35844.77000000001
47.05.018-9,2013-03-13,0.0,0.0,20.0,297.33,12.0,160.5,10714.61069999999,35547.520000000004
47.05.018-9,2013-03-14,0.0,0.0,39.0,579.8,12.0,160.5,10775.61069999999,36471.520000000004
47.05.018-9,2013-03-15,0.0,0.0,1.0,14.87,12.0,160.5,10774.61069999999,36456.65
47.05.018-9,2013-03-18,0.0,0.0,58.0,862.27,12.0,160.5,10716.61069999999,35594.380000000005
47.05.018-9,2013-03-19,0.0,0.0,84.0,1248.8,12.0,160.5,10627.61069999999,34271.240000000005
47.05.018-9,2013-03-20,0.0,0.0,1.0,14.87,12.0,160.5,10627.61069999999,34271.32
47.05.018-9,2013-03-21,0.0,0.0,1.0,14.87,12.0,160.5,10627.61069999999,34271.399999999994
47.05.018-9,2013-03-22,4.0,59.8,0.0,0.0,12.0,160.5,10881.61069999999,38069.0
47.05.018-9,2013-03-23,0.0,0.0,39.0,579.8,12.0,160.5,11228.61069999999,43260.38999999999
47.05.018-9,2013-03-25,0.0,0.0,297.0,4415.42,12.0,160.5,10951.61069999999,39143.98999999999
47.05.018-9,2013-03-26,0.0,0.0,96.0,1427.21,12.0,160.5,10655.61069999999,34743.50999999999
47.05.018-9,2013-03-27,0.0,0.0,5.0,74.34,12.0,160.5,11202.61069999999,42922.42
47.05.018-9,2013-03-28,0.0,0.0,4.0,59.47,12.0,160.5,11808.61069999999,51983.100000000006
47.05.018-9,2013-04-01,0.0,0.0,1.0,14.48,12.0,160.5,11808.61069999999,51982.75
47.05.018-9,2013-04-02,0.0,0.0,113.0,1635.57,12.0,160.5,11834.61069999999,52289.119999999995
47.05.018-9,2013-04-03,0.0,0.0,43.0,622.39,12.0,160.5,11593.61069999999,48757.15
47.05.018-9,2013-04-08,0.0,0.0,29.0,419.75,12.0,160.5,11493.61069999999,47309.74
47.05.018-9,2013-04-09,0.0,0.0,84.0,1215.83,12.0,160.5,11309.61069999999,44646.509999999995
47.05.018-9,2013-04-10,0.0,0.0,6.0,86.84,12.0,160.5,11133.61069999999,42053.90999999999
47.05.018-9,2013-04-11,0.0,0.0,138.0,1997.42,12.0,160.5,10917.61069999999,38927.50999999999
47.05.018-9,2013-04-12,0.0,0.0,30.0,434.22,12.0,160.5,10972.61069999999,39671.10999999999
47.05.018-9,2013-04-15,0.0,0.0,98.0,1418.46,12.0,160.5,11024.61069999999,40371.28999999999
47.05.018-9,2013-04-16,0.0,0.0,2.0,28.95,12.0,160.5,11121.61069999999,41740.299999999996
47.05.018-9,2013-04-17,0.0,0.0,30.0,434.22,12.0,160.5,11066.61069999999,40900.149999999994
47.05.018-9,2013-04-19,0.0,0.0,45.0,651.33,12.0,160.5,10990.61069999999,39800.119999999995
47.05.018-9,2013-04-22,0.0,0.0,15.0,217.11,12.0,160.5,10974.61069999999,39567.829999999994
47.05.018-9,2013-04-23,0.0,0.0,202.0,2923.76,12.0,160.5,10841.61069999999,37615.849999999984
47.05.018-9,2013-04-24,0.0,0.0,155.0,2243.48,12.0,160.5,10910.61069999999,38512.059999999976
47.05.018-9,2013-04-25,0.0,0.0,24.0,347.38,12.0,160.5,11058.61069999999,40573.07999999997
47.05.018-9,2013-04-29,0.0,0.0,4.0,57.89,12.0,160.5,11040.61069999999,40312.549999999974
47.05.018-9,2013-04-30,0.0,0.0,241.0,3488.26,12.0,160.5,10799.61069999999,36823.92999999997
47.05.018-9,2013-05-02,0.0,0.0,107.0,1591.69,12.0,160.5,10692.61069999999,35232.56999999997
47.05.018-9,2013-05-06,0.0,0.0,2.0,29.75,12.0,160.5,10960.61069999999,39248.909999999974
47.05.018-9,2013-05-07,0.0,0.0,127.0,1889.2,12.0,160.5,10833.61069999999,37359.70999999998
47.05.018-9,2013-05-08,0.0,0.0,3.0,44.63,12.0,160.5,10827.61069999999,37270.779999999984
47.05.018-9,2013-05-09,0.0,0.0,68.0,1011.54,12.0,160.5,10723.61069999999,35723.72999999998
47.05.018-9,2013-05-10,0.0,0.0,121.0,1799.95,12.0,160.5,10818.61069999999,37163.549999999974
47.05.018-9,2013-05-13,0.0,0.0,4.0,59.5,12.0,160.5,10959.61069999999,39279.43999999997
47.05.018-9,2013-05-16,0.0,0.0,8.0,119.01,12.0,160.5,10945.61069999999,39071.17999999997
47.05.018-9,2013-05-17,0.0,0.0,1.0,14.87,12.0,160.5,10944.61069999999,39056.30999999997
47.05.018-9,2013-05-20,0.0,0.0,30.0,446.27,12.0,160.5,10814.61069999999,37122.489999999976
47.05.018-9,2013-05-21,0.0,0.0,137.0,2037.96,12.0,160.5,10602.61069999999,33980.19999999998
47.05.018-9,2013-05-22,0.0,0.0,40.0,595.02,12.0,160.5,10562.61069999999,33385.179999999986
47.05.018-9,2013-05-23,0.0,0.0,1.0,14.87,12.0,160.5,10929.61069999999,38885.019999999975
47.05.018-9,2013-05-27,0.0,0.0,1.0,14.87,12.0,160.5,10929.61069999999,38885.13999999997
47.05.018-9,2013-05-28,0.0,0.0,111.0,1651.2,12.0,160.5,11018.61069999999,40231.15999999997
47.05.018-9,2013-05-29,0.0,0.0,92.0,1368.56,12.0,160.5,11042.61069999999,40600.94999999997
47.05.018-9,2013-06-04,0.0,0.0,111.0,1815.08,12.0,160.5,10903.61069999999,38328.009999999966
47.05.018-9,2013-06-05,0.0,0.0,77.0,1259.11,12.0,160.5,10826.61069999999,37068.899999999965
47.05.018-9,2013-06-07,100.0,1705.62,0.0,0.0,12.0,160.5,10926.61069999999,38774.51999999997
47.05.018-9,2013-06-10,0.0,0.0,112.0,1831.43,12.0,160.5,10915.61069999999,38767.84999999996
47.05.018-9,2013-06-11,0.0,0.0,39.0,637.73,12.0,160.5,10959.61069999999,39558.43999999996
47.05.018-9,2013-06-12,0.0,0.0,30.0,490.56,12.0,160.5,10898.61069999999,38560.969999999965
47.05.018-9,2013-06-13,0.0,0.0,1.0,16.35,12.0,160.5,10897.61069999999,38544.619999999966
47.05.018-9,2013-06-14,0.0,0.0,8.0,130.81,12.0,160.5,11056.61069999999,41262.16999999997
47.05.018-9,2013-06-17,0.0,0.0,2.0,32.7,12.0,160.5,11352.61069999999,46344.53999999998
47.05.018-9,2013-06-18,0.0,0.0,138.0,2256.59,12.0,160.5,11112.61069999999,42420.739999999976
47.05.018-9,2013-06-19,0.0,0.0,74.0,1210.06,12.0,160.5,10923.61069999999,39330.89999999998
47.05.018-9,2013-06-20,0.0,0.0,1.0,16.35,12.0,160.5,10820.61069999999,37646.639999999985
47.05.018-9,2013-06-21,0.0,0.0,4.0,65.41,12.0,160.5,10788.61069999999,37123.36999999998
47.05.018-9,2013-06-24,0.0,0.0,1.0,16.35,12.0,160.5,10787.61069999999,37107.01999999998
47.05.018-9,2013-06-25,168.0,2865.4,0.0,0.0,12.0,160.5,10955.61069999999,39972.419999999984
47.05.018-9,2013-06-26,0.0,0.0,1.0,16.35,12.0,160.5,11182.61069999999,43844.82999999999
47.05.018-9,2013-06-28,0.0,0.0,163.0,2665.39,12.0,160.5,10980.61069999999,40542.40999999999
47.05.018-9,2013-07-01,0.0,0.0,17.0,294.34,12.0,160.5,11021.61069999999,40783.389999999985
47.05.018-9,2013-07-02,0.0,0.0,166.0,2874.13,12.0,160.5,10854.61069999999,37891.93999999999
47.05.018-9,2013-07-05,0.0,0.0,108.0,1869.92,12.0,160.5,10745.61069999999,36004.69999999999
47.05.018-9,2013-07-06,0.0,0.0,186.0,0.02,12.0,160.5,10559.61069999999,36004.67999999999
47.05.018-9,2013-07-10,0.0,0.0,7.0,121.2,12.0,160.5,10403.61069999999,33303.689999999995
47.05.018-9,2013-07-12,0.0,0.0,7.0,121.2,12.0,160.5,10713.61069999999,38046.47
47.05.018-9,2013-07-15,0.0,0.0,2.0,34.63,12.0,160.5,10744.61069999999,38518.19
47.05.018-9,2013-07-16,0.0,0.0,108.0,1869.92,12.0,160.5,10601.61069999999,35868.91000000001
47.05.018-9,2013-07-17,0.0,0.0,119.0,2060.37,12.0,160.5,10459.61069999999,33410.33000000001
47.05.018-9,2013-07-18,0.0,0.0,1.0,17.32,12.0,160.5,10591.61069999999,35431.780000000006
47.05.018-9,2013-07-19,0.0,0.0,1.0,17.32,12.0,160.5,10590.61069999999,35414.46000000001
47.05.018-9,2013-07-22,0.0,0.0,1.0,17.32,12.0,160.5,10590.61069999999,35412.490000000005
47.05.018-9,2013-07-23,0.0,0.0,2.0,34.63,12.0,160.5,10883.61069999999,39904.33000000001
47.05.018-9,2013-07-25,0.0,0.0,60.0,1038.84,12.0,160.5,10720.61069999999,37082.140000000014
47.05.018-9,2013-07-26,0.0,0.0,35.0,605.99,12.0,160.5,10875.61069999999,39287.080000000016
47.05.018-9,2013-07-29,0.0,0.0,154.0,2666.36,12.0,160.5,10718.61069999999,36568.78000000001
47.05.018-9,2013-07-30,0.0,0.0,1.0,17.32,12.0,160.5,10717.61069999999,36551.460000000014
47.05.018-9,2013-07-31,0.0,0.0,80.0,1385.12,12.0,160.5,10637.61069999999,35166.34000000001
47.11.014-9,2012-08-01,0.0,0.0,16.0,11.41,5668.0,17669.48,10265.61069999999,34879.67
47.11.014-9,2012-08-02,0.0,0.0,264.0,188.13,5668.0,17669.48,9789.61069999999,34540.45
47.11.014-9,2012-08-03,0.0,0.0,162.0,115.45,5668.0,17669.48,9051.61069999999,34014.49999999999
47.11.014-9,2012-08-06,0.0,0.0,90.0,64.14,5668.0,17669.48,8341.61069999999,33508.509999999995
47.11.014-9,2012-08-07,0.0,0.0,204.0,145.37,5668.0,17669.48,7745.61069999999,33083.75999999999
47.11.014-9,2012-08-08,0.0,0.0,216.0,153.92,5668.0,17669.48,7173.61069999999,32676.139999999992
47.11.014-9,2012-08-09,0.0,0.0,100.0,71.26,5668.0,17669.48,6769.61069999999,32388.229999999992
47.11.014-9,2012-08-10,0.0,0.0,32.0,22.81,5668.0,17669.48,6457.61069999999,32165.849999999988
47.11.014-9,2012-08-13,0.0,0.0,120.0,85.51,5668.0,17669.48,6049.61069999999,33617.50999999999
47.11.014-9,2012-08-14,0.0,0.0,200.0,142.52,5668.0,17669.48,5741.61069999999,33398.01999999999
47.11.014-9,2012-08-15,0.0,0.0,72.0,51.31,5668.0,17669.48,8381.61069999999,35758.79999999999
47.11.014-9,2012-08-16,0.0,0.0,3000.0,2137.8,5668.0,17669.48,8167.61069999999,35606.25999999998
47.11.014-9,2012-08-17,0.0,0.0,280.0,199.53,5668.0,17669.48,7655.61069999999,35241.39999999998
47.11.014-9,2012-08-20,0.0,0.0,4.0,2.86,5668.0,17669.48,7379.61069999999,35044.68999999998
47.11.014-9,2012-08-21,0.0,0.0,1750.0,1247.06,5668.0,17669.48,10085.61069999999,38090.129999999976
47.11.014-9,2012-08-23,0.0,0.0,172.0,122.57,5668.0,17669.48,9825.61069999999,37904.84999999998
47.11.014-9,2012-08-24,0.0,0.0,12.0,8.56,5668.0,17669.48,9429.61069999999,37622.64999999998
47.11.014-9,2012-08-27,0.0,0.0,152.0,108.32,5668.0,17669.48,9275.61069999999,37512.88999999998
47.11.014-9,2012-08-28,0.0,0.0,60.0,42.76,5668.0,17669.48,8657.61069999999,37072.46999999997
47.11.014-9,2012-08-29,90.0,64.14,0.0,0.0,5668.0,17669.48,8383.61069999999,36877.19999999997
47.11.014-9,2012-08-30,0.0,0.0,3000.0,2137.8,5668.0,17669.48,12022.61069999999,40808.979999999974
47.11.014-9,2012-08-31,0.0,0.0,140.0,99.76,5668.0,17669.48,11375.61069999999,40370.89999999998
47.11.014-9,2012-09-01,0.0,0.0,0.0,0.56,5668.0,17669.48,11375.61069999999,40347.86999999998
47.11.014-9,2012-09-03,0.0,0.0,30.0,21.39,5668.0,17669.48,10827.61069999999,39957.31999999998
47.11.014-9,2012-09-04,0.0,0.0,44.0,31.36,5668.0,17669.48,10193.61069999999,39505.49999999998
47.11.014-9,2012-09-05,0.0,0.0,174.0,124.0,5668.0,17669.48,9819.61069999999,39238.96999999997
47.11.014-9,2012-09-06,0.0,0.0,144.0,102.61,5668.0,17669.48,9286.61069999999,38859.12999999997
47.11.014-9,2012-09-10,0.0,0.0,96.0,68.41,5668.0,17669.48,11762.61069999999,41701.30999999996
47.11.014-9,2012-09-11,0.0,0.0,500.0,356.3,5668.0,17669.48,11102.61069999999,41230.959999999955
47.11.014-9,2012-09-12,0.0,0.0,12.0,8.56,5668.0,17669.48,10813.61069999999,41024.989999999954
47.11.014-9,2012-09-13,0.0,0.0,44.0,31.36,5668.0,17669.48,10501.61069999999,40802.64999999996
47.11.014-9,2012-09-14,0.0,0.0,6.0,4.29,5668.0,17669.48,9915.61069999999,40385.01999999996
47.11.014-9,2012-09-17,0.0,0.0,306.0,218.06,5668.0,17669.48,9265.61069999999,39921.79999999996
47.11.014-9,2012-09-18,0.0,0.0,2500.0,1781.5,5668.0,17669.48,12345.61069999999,43102.02999999996
47.11.014-9,2012-09-19,0.0,0.0,6.0,4.29,5668.0,17669.48,12043.61069999999,42886.79999999996
47.11.014-9,2012-09-20,0.0,0.0,224.0,159.62,5668.0,17669.48,11675.61069999999,42624.52999999996
47.11.014-9,2012-09-21,0.0,0.0,8.0,5.71,5668.0,17669.48,11123.61069999999,42231.12999999996
47.11.014-9,2012-09-24,0.0,0.0,360.0,256.54,5668.0,17669.48,10691.61069999999,41923.25999999996
47.11.014-9,2012-09-25,0.0,0.0,264.0,188.13,5668.0,17669.48,10315.61069999999,41655.28999999996
47.11.014-9,2012-09-26,0.0,0.0,56.0,39.91,5668.0,17669.48,9867.61069999999,41336.00999999996
47.11.014-9,2012-09-27,0.0,0.0,288.0,205.23,5668.0,17669.48,9423.61069999999,41019.599999999955
47.11.014-9,2012-09-28,140.0,99.76,0.0,0.0,5668.0,17669.48,9012.61069999999,40726.699999999946
47.11.014-9,2012-09-30,0.0,0.0,0.0,0.65,5668.0,17669.48,9012.61069999999,40751.13999999994
47.11.014-9,2012-10-01,0.0,0.0,4.0,2.86,5668.0,17669.48,8560.61069999999,40404.55999999994
47.11.014-9,2012-10-02,0.0,0.0,20.0,14.26,5668.0,17669.48,8204.61069999999,40150.85999999994
47.11.014-9,2012-10-03,0.0,0.0,72.0,51.31,5668.0,17669.48,7984.61069999999,39994.07999999994
47.11.014-9,2012-10-04,0.0,0.0,54.0,38.49,5668.0,17669.48,7514.61069999999,39659.12999999994
47.11.014-9,2012-10-05,0.0,0.0,105.0,74.82,5668.0,17669.48,7285.61069999999,39495.86999999994
47.11.014-9,2012-10-08,0.0,0.0,4.0,2.86,5668.0,17669.48,12361.61069999999,45030.37999999994
47.11.014-9,2012-10-09,0.0,0.0,352.0,250.84,5668.0,17669.48,11945.61069999999,44733.89999999994
47.11.014-9,2012-10-10,0.0,0.0,252.0,179.58,5668.0,17669.48,11613.61069999999,44497.28999999994
47.11.014-9,2012-10-11,0.0,0.0,224.0,159.62,5668.0,17669.48,11194.61069999999,44198.67999999994
47.11.014-9,2012-10-15,0.0,0.0,1000.0,712.6,5668.0,17669.48,11894.61069999999,45032.98999999993
47.11.014-9,2012-10-16,0.0,0.0,1000.0,712.6,5668.0,17669.48,11214.61069999999,44548.36999999993
47.11.014-9,2012-10-17,0.0,0.0,192.0,136.82,5668.0,17669.48,10594.61069999999,44106.45999999993
47.11.014-9,2012-10-18,0.0,0.0,42.0,29.94,5668.0,17669.48,10178.61069999999,43809.97999999993
47.11.014-9,2012-10-19,0.0,0.0,258.0,183.86,5668.0,17669.48,9632.61069999999,43420.85999999992
47.11.014-9,2012-10-22,0.0,0.0,120.0,85.51,5668.0,17669.48,9140.61069999999,43070.24999999992
47.11.014-9,2012-10-23,0.0,0.0,224.0,159.62,5668.0,17669.48,8752.61069999999,42793.74999999991
47.11.014-9,2012-10-24,0.0,0.0,56.0,39.91,5668.0,17669.48,11980.61069999999,46319.80999999991
47.11.014-9,2012-10-25,0.0,0.0,1500.0,1068.9,5668.0,17669.48,11564.61069999999,46023.34999999991
47.11.014-9,2012-10-26,0.0,0.0,8.0,5.71,5668.0,17669.48,11164.61069999999,45738.2699999999
47.11.014-9,2012-10-29,0.0,0.0,260.0,185.28,5668.0,17669.48,10752.61069999999,45444.6599999999
47.11.014-9,2012-10-30,0.0,0.0,2000.0,1425.2,5668.0,17669.48,12142.61069999999,47147.4099999999
47.11.014-9,2012-10-31,0.0,0.0,42.0,29.94,5668.0,17669.48,11600.61069999999,46787.17999999989
47.11.014-9,2012-11-01,0.0,0.0,136.0,96.91,5668.0,17669.48,11328.61069999999,46567.29999999989
47.11.014-9,2012-11-05,0.0,0.0,128.0,91.21,5668.0,17669.48,11024.61069999999,46350.63999999988
47.11.014-9,2012-11-06,0.0,0.0,60.0,42.76,5668.0,17669.48,10626.61069999999,46066.989999999874
47.11.014-9,2012-11-07,0.0,0.0,276.0,196.68,5668.0,17669.48,10078.61069999999,45676.439999999864
47.11.014-9,2012-11-08,0.0,0.0,90.0,64.14,5668.0,17669.48,9720.61069999999,45421.29999999986
47.11.014-9,2012-11-09,0.0,0.0,252.0,179.58,5668.0,17669.48,9368.61069999999,45170.429999999855
47.11.014-9,2012-11-12,40.0,28.51,0.0,0.0,5668.0,17669.48,11094.61069999999,47133.29999999985
47.11.014-9,2012-11-13,0.0,0.0,1500.0,1068.9,5668.0,17669.48,10562.61069999999,46754.17999999985
47.11.014-9,2012-11-14,0.0,0.0,6.0,4.29,5668.0,17669.48,10078.61069999999,46409.22999999985
47.11.014-9,2012-11-19,0.0,0.0,48.0,34.21,5668.0,17669.48,9700.61069999999,46139.81999999985
47.11.014-9,2012-11-20,0.0,0.0,42.0,29.94,5668.0,17669.48,9214.61069999999,45793.399999999834
47.11.014-9,2012-11-21,0.0,0.0,132.0,94.06,5668.0,17669.48,8986.61069999999,45630.92999999983
47.11.014-9,2012-11-22,0.0,0.0,30.0,21.39,5668.0,17669.48,12160.61069999999,49176.639999999825
47.11.014-9,2012-11-23,0.0,0.0,27.0,19.25,5668.0,17669.48,11712.61069999999,48857.299999999814
47.11.014-9,2012-11-24,0.0,0.0,750.0,534.46,5668.0,17669.48,11300.61069999999,48563.67999999981
47.11.014-9,2012-11-26,0.0,0.0,198.0,141.1,5668.0,17669.48,10830.61069999999,48228.739999999816
47.11.014-9,2012-11-27,0.0,0.0,90.0,64.14,5668.0,17669.48,10592.61069999999,48059.13999999982
47.11.014-9,2012-11-28,0.0,0.0,6.0,4.29,5668.0,17669.48,9988.61069999999,47628.669999999816
47.11.014-9,2012-11-29,0.0,0.0,24.0,17.11,5668.0,17669.48,9592.61069999999,47346.45999999981
47.11.014-9,2012-11-30,0.0,0.0,24.0,17.11,5668.0,17669.48,9100.61069999999,47023.30999999981
47.11.014-9,2012-12-01,0.0,0.0,0.0,0.62,5668.0,17669.48,9100.61069999999,46995.829999999805
47.11.014-9,2012-12-03,0.0,0.0,104.0,74.11,5668.0,17669.48,8792.61069999999,46776.30999999981
47.11.014-9,2012-12-04,0.0,0.0,144.0,102.61,5668.0,17669.48,8290.61069999999,46418.579999999805
47.11.014-9,2012-12-05,0.0,0.0,192.0,136.82,5668.0,17669.48,7878.61069999999,46124.9499999998
47.11.014-9,2012-12-06,0.0,0.0,160.0,114.02,5668.0,17669.48,7718.61069999999,46010.929999999804
47.11.014-9,2012-12-07,0.0,0.0,4.0,2.86,5668.0,17669.48,7536.61069999999,45881.189999999806
47.11.014-9,2012-12-10,0.0,0.0,2250.0,1603.36,5668.0,17669.48,11994.61069999999,50633.139999999796
47.11.014-9,2012-12-11,0.0,0.0,132.0,94.06,5668.0,17669.48,11818.61069999999,50507.709999999795
47.11.014-9,2012-12-12,0.0,0.0,384.0,273.64,5668.0,17669.48,11270.61069999999,50117.19999999979
47.11.014-9,2012-12-13,0.0,0.0,6.0,4.29,5668.0,17669.48,11098.61069999999,49994.60999999979
47.11.014-9,2012-12-14,0.0,0.0,56.0,39.91,5668.0,17669.48,11034.61069999999,49948.98999999979
47.11.014-9,2012-12-17,0.0,0.0,500.0,356.3,5668.0,17669.48,11246.61069999999,50266.52999999978
47.11.014-9,2012-12-18,0.0,0.0,105.0,74.82,5668.0,17669.48,10829.61069999999,49969.35999999978
47.11.014-9,2012-12-19,0.0,0.0,32.0,22.81,5668.0,17669.48,10645.61069999999,49838.21999999978
47.11.014-9,2012-12-20,0.0,0.0,60.0,42.76,5668.0,17669.48,10557.61069999999,49775.48999999978
47.11.014-9,2012-12-23,0.0,0.0,438.0,312.12,5668.0,17669.48,10119.61069999999,49463.36999999978
47.11.014-9,2012-12-31,0.0,0.0,0.0,0.53,5668.0,17669.48,10119.61069999999,49491.51999999978
47.11.014-9,2013-01-01,0.0,0.0,0.0,0.25,5668.0,17669.48,10119.61069999999,49463.36999999978
47.11.014-9,2013-01-08,0.0,0.0,224.0,159.62,5668.0,17669.48,10783.61069999999,50352.05999999977
